"ContentId","StableId","ContentType","ContentSubtype","SourceKind","SeasonId","SeasonNumber","UniverseYearOrDate","RaceOrEventId","DriverId","TeamId","StoryThreadId","Title","ContentProvenance","ExpectedAssetId","ConfiguredAssetPath","ResolvedPhysicalFile","CurrentFallbackPath","UiSurfaces","Ships","ReachableInUi","ImageWidth","ImageHeight","AspectRatio","FileFormat","FileSizeBytes","HasAlpha","DecodeStatus","BuildCopyStatus","PublishPackageStatus","Sha256","PerceptualHash","ExactReuseCount","NearDuplicateReuseCount","ExactDuplicateGroup","NearDuplicateGroup","PlaceholderDetectionReason","CurrentAuditStatus","Severity","RecommendedAction","NewArtRequired","Notes","SourceFile","SourceLocator"
"history-circuit:buenos-aires-2","history-circuit:buenos-aires-2","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","buenos-aires-2","","","","Juan y Oscar GÃ¡lvez","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:buenos-aires-3","history-circuit:buenos-aires-3","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","buenos-aires-3","","","","Juan y Oscar GÃ¡lvez","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:buenos-aires-4","history-circuit:buenos-aires-4","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","buenos-aires-4","","","","Juan y Oscar GÃ¡lvez","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:bugatti-1","history-circuit:bugatti-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","bugatti-1","","","","Bugatti","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:caesars-palace-1","history-circuit:caesars-palace-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","caesars-palace-1","","","","Caesars Palace","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:catalunya-1","history-circuit:catalunya-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","catalunya-1","","","","Catalunya","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:catalunya-2","history-circuit:catalunya-2","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","catalunya-2","","","","Catalunya","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:catalunya-3","history-circuit:catalunya-3","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","catalunya-3","","","","Catalunya","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:catalunya-4","history-circuit:catalunya-4","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","catalunya-4","","","","Catalunya","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:catalunya-5","history-circuit:catalunya-5","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","catalunya-5","","","","Catalunya","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:catalunya-6","history-circuit:catalunya-6","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","catalunya-6","","","","Catalunya","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:clermont-ferrand-1","history-circuit:clermont-ferrand-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","clermont-ferrand-1","","","","Charade","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:dallas-1","history-circuit:dallas-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","dallas-1","","","","Fair Park","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:detroit-1","history-circuit:detroit-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","detroit-1","","","","Detroit","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:detroit-2","history-circuit:detroit-2","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","detroit-2","","","","Detroit","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:dijon-1","history-circuit:dijon-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","dijon-1","","","","Dijon-Prenois","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:dijon-2","history-circuit:dijon-2","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","dijon-2","","","","Dijon-Prenois","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:donington-1","history-circuit:donington-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","donington-1","","","","Donington Park","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
"history-circuit:estoril-1","history-circuit:estoril-1","HISTORY","COMPUTED_CIRCUIT_PROFILE","GENERATED","shared","","","estoril-1","","","","Estoril","verifiedHistorical","","","","Vector circuit map and text/stat table by current design","History circuit encyclopedia; unified archive search","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain vector maps or add sourced/illustrated circuit history art.","False","Computed from the 60 verified season files; no editorial raster field exists.","data/history/*.json","computed circuit entity"
